Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
2021-12-08,350.9033203125,357.459991455078,344.333343505859,356.320007324218,356.320007324218,41906400,TSLA
2021-12-09,353.546661376953,354.163330078125,334.119995117187,334.600006103515,334.600006103515,59438400,TSLA
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,TSLA
2021-12-13,333.696655273437,335.0,317.140014648437,322.136657714843,322.136657714843,78595500,TSLA
2021-12-14,315.0,322.136657714843,310.0,319.503326416015,319.503326416015,70806300,TSLA
2021-12-15,317.736663818359,326.25,309.41665649414,325.329986572265,325.329986572265,75169200,TSLA
2021-12-16,331.5,331.660003662109,307.283325195312,308.973327636718,308.973327636718,82771500,TSLA
2021-12-17,304.92333984375,320.220001220703,303.01333618164,310.856658935546,310.856658935546,100437300,TSLA
2021-12-20,303.566680908203,307.230010986328,297.796661376953,299.980010986328,299.980010986328,56480100,TSLA
2021-12-21,305.623321533203,313.16665649414,295.373321533203,312.843322753906,312.843322753906,71517900,TSLA
2021-12-22,321.886657714843,338.553344726562,319.016662597656,336.290008544921,336.290008544921,93634200,TSLA
2021-12-23,335.600006103515,357.660003662109,332.519989013671,355.66665649414,355.66665649414,92713200,TSLA
2021-12-27,357.890014648437,372.333343505859,356.906677246093,364.646667480468,364.646667480468,71145900,TSLA
2021-12-28,369.829986572265,373.0,359.473327636718,362.823333740234,362.823333740234,60324000,TSLA
2021-12-29,366.213317871093,368.0,354.713317871093,362.063323974609,362.063323974609,56154000,TSLA
2021-12-30,353.776672363281,365.183319091796,351.049987792968,356.779998779296,356.779998779296,47040900,TSLA
2021-12-31,357.813323974609,360.66665649414,351.529998779296,352.260009765625,352.260009765625,40733700,TSLA
2022-01-03,382.583343505859,400.356658935546,378.679992675781,399.926666259765,399.926666259765,103931400,TSLA
2022-01-04,396.516662597656,402.66665649414,374.350006103515,383.196655273437,383.196655273437,100248300,TSLA
2022-01-05,382.216674804687,390.113342285156,360.336669921875,362.706665039062,362.706665039062,80119800,TSLA
2022-01-06,359.0,362.66665649414,340.16665649414,354.899993896484,354.899993896484,90336600,TSLA
2022-01-07,360.123321533203,360.309997558593,336.66665649414,342.320007324218,342.320007324218,84164700,TSLA
2022-01-10,333.333343505859,353.033325195312,326.66665649414,352.706665039062,352.706665039062,91815000,TSLA
2022-01-11,351.223327636718,358.616668701171,346.273345947265,354.799987792968,354.799987792968,66063300,TSLA
2022-01-12,359.616668701171,371.613342285156,357.529998779296,368.739990234375,368.739990234375,83739000,TSLA
2022-01-13,369.690002441406,371.866668701171,342.179992675781,343.853332519531,343.853332519531,97209900,TSLA
2022-01-14,339.959991455078,350.66665649414,337.793334960937,349.869995117187,349.869995117187,72924300,TSLA
2022-01-18,342.203338623046,356.929992675781,338.68667602539,343.503326416015,343.503326416015,66743400,TSLA
2022-01-19,347.236663818359,351.556671142578,331.66665649414,331.883331298828,331.883331298828,75442500,TSLA
2022-01-20,336.57666015625,347.220001220703,331.333343505859,332.08999633789,332.08999633789,70488600,TSLA
2022-01-21,332.113342285156,334.850006103515,313.5,314.633331298828,314.633331298828,103416000,TSLA
2022-01-24,301.586669921875,311.170013427734,283.823333740234,310.0,310.0,151565700,TSLA
2022-01-25,304.733337402343,317.086669921875,301.070007324218,306.133331298828,306.133331298828,86595900,TSLA
2022-01-26,317.476654052734,329.230010986328,302.0,312.470001220703,312.470001220703,104867400,TSLA
2022-01-27,311.119995117187,311.796661376953,276.333343505859,276.366668701171,276.366668701171,147109500,TSLA
2022-01-28,277.18667602539,285.833343505859,264.003326416015,282.116668701171,282.116668701171,134789100,TSLA
2022-01-31,290.9033203125,312.663330078125,287.350006103515,312.239990234375,312.239990234375,104436000,TSLA
2022-02-01,311.736663818359,314.566680908203,301.66665649414,310.41665649414,310.41665649414,73138200,TSLA
2022-02-02,309.393341064453,310.5,296.470001220703,301.886657714843,301.886657714843,66792900,TSLA
2022-02-03,294.0,312.333343505859,293.506652832031,297.046661376953,297.046661376953,78855600,TSLA
2022-02-04,299.073333740234,312.16665649414,293.723327636718,307.773345947265,307.773345947265,73625400,TSLA
2022-02-07,307.929992675781,315.92333984375,300.9033203125,302.446655273437,302.446655273437,60994500,TSLA
2022-02-08,301.843322753906,308.76333618164,298.266662597656,307.333343505859,307.333343505859,50729100,TSLA
2022-02-09,311.66665649414,315.42333984375,306.66665649414,310.66665649414,310.66665649414,52259400,TSLA
2022-02-10,302.790008544921,314.603332519531,298.899993896484,301.516662597656,301.516662597656,66126900,TSLA
2022-02-11,303.209991455078,305.320007324218,283.566680908203,286.66665649414,286.66665649414,79645800,TSLA
2022-02-14,287.190002441406,299.626678466796,284.383331298828,291.920013427734,291.920013427734,67756500,TSLA
2022-02-15,300.0,307.66665649414,297.793334960937,307.476654052734,307.476654052734,57286200,TSLA
2022-02-16,304.683319091796,308.809997558593,300.4033203125,307.796661376953,307.796661376953,51294300,TSLA
2022-02-17,304.420013427734,306.16665649414,291.366668701171,292.116668701171,292.116668701171,55178400,TSLA
2022-02-18,295.333343505859,295.623321533203,279.203338623046,285.660003662109,285.660003662109,68501700,TSLA
2022-02-22,278.043334960937,285.57666015625,267.033325195312,273.843322753906,273.843322753906,83288100,TSLA
2022-02-23,276.809997558593,278.433319091796,253.52000427246,254.679992675781,254.679992675781,95256900,TSLA
2022-02-24,233.463333129882,267.493347167968,233.33332824707,266.92333984375,266.92333984375,135322200,TSLA
2022-02-25,269.743347167968,273.16665649414,260.799987792968,269.956665039062,269.956665039062,76067700,TSLA
2022-02-28,271.670013427734,292.286682128906,271.570007324218,290.143341064453,290.143341064453,99006900,TSLA
2022-03-01,289.893341064453,296.626678466796,284.593322753906,288.123321533203,288.123321533203,74766900,TSLA
2022-03-02,290.709991455078,295.493347167968,281.42333984375,293.296661376953,293.296661376953,74643300,TSLA
2022-03-03,292.92333984375,295.480010986328,277.533325195312,279.76333618164,279.76333618164,61623600,TSLA
2022-03-04,283.033325195312,285.216674804687,275.053344726562,279.429992675781,279.429992675781,66999600,TSLA
2022-03-07,285.433319091796,288.713317871093,268.190002441406,268.193328857421,268.193328857421,72494100,TSLA
2022-03-08,265.176666259765,283.329986572265,260.723327636718,274.799987792968,274.799987792968,80399100,TSLA
2022-03-09,279.82666015625,286.853332519531,277.336669921875,286.323333740234,286.323333740234,59184000,TSLA
2022-03-10,283.816680908203,284.816680908203,270.119995117187,279.433319091796,279.433319091796,58648500,TSLA
2022-03-11,280.066680908203,281.266662597656,264.58999633789,265.116668701171,265.116668701171,67037100,TSLA
2022-03-14,260.203338623046,266.899993896484,252.01333618164,255.456665039062,255.456665039062,71152200,TSLA
2022-03-15,258.42333984375,268.523345947265,252.190002441406,267.296661376953,267.296661376953,66841200,TSLA
2022-03-16,269.66665649414,280.66665649414,267.420013427734,280.07666015625,280.07666015625,84028800,TSLA
2022-03-17,276.996673583984,291.66665649414,275.239990234375,290.533325195312,290.533325195312,66582900,TSLA
2022-03-18,291.496673583984,302.616668701171,289.130004882812,301.796661376953,301.796661376953,100414200,TSLA
2022-03-21,304.993347167968,314.283325195312,302.363342285156,307.053344726562,307.053344726562,81981600,TSLA
2022-03-22,310.0,332.619995117187,307.25,331.32666015625,331.32666015625,105868500,TSLA
2022-03-23,326.646667480468,346.899993896484,325.466674804687,333.036682128906,333.036682128906,120676200,TSLA
2022-03-24,336.57666015625,341.496673583984,329.600006103515,337.973327636718,337.973327636718,68920800,TSLA
2022-03-25,336.0,340.600006103515,332.440002441406,336.880004882812,336.880004882812,62031600,TSLA
2022-03-28,355.033325195312,365.959991455078,351.200012207031,363.946655273437,363.946655273437,102506100,TSLA
2022-03-29,369.329986572265,371.58999633789,357.703338623046,366.523345947265,366.523345947265,73614900,TSLA
2022-03-30,363.723327636718,371.316680908203,361.333343505859,364.663330078125,364.663330078125,59865000,TSLA
2022-03-31,364.856658935546,367.713317871093,358.880004882812,359.200012207031,359.200012207031,48992700,TSLA
2022-04-01,360.383331298828,364.91665649414,355.546661376953,361.529998779296,361.529998779296,54263100,TSLA
2022-04-04,363.126678466796,383.303344726562,357.510009765625,381.816680908203,381.816680908203,82035900,TSLA
2022-04-05,378.766662597656,384.290008544921,362.433319091796,363.753326416015,363.753326416015,80075100,TSLA
2022-04-06,357.823333740234,359.66665649414,342.566680908203,348.586669921875,348.586669921875,89348400,TSLA
2022-04-07,350.796661376953,358.863342285156,340.51333618164,352.420013427734,352.420013427734,79447200,TSLA
2022-04-08,347.736663818359,349.480010986328,340.813323974609,341.829986572265,341.829986572265,55013700,TSLA
2022-04-11,326.799987792968,336.156677246093,324.880004882812,325.309997558593,325.309997558593,59357100,TSLA
2022-04-12,332.546661376953,340.396667480468,325.533325195312,328.983337402343,328.983337402343,65976000,TSLA
2022-04-13,327.026672363281,342.079986572265,324.366668701171,340.790008544921,340.790008544921,55121100,TSLA
2022-04-14,333.0966796875,337.570007324218,327.396667480468,328.333343505859,328.333343505859,58422300,TSLA
2022-04-18,329.676666259765,338.306671142578,324.470001220703,334.76333618164,334.76333618164,51715200,TSLA
2022-04-19,335.019989013671,344.980010986328,331.776672363281,342.716674804687,342.716674804687,49847700,TSLA
2022-04-20,343.333343505859,344.66665649414,325.083343505859,325.733337402343,325.733337402343,70711200,TSLA
2022-04-21,358.243347167968,364.073333740234,332.140014648437,336.260009765625,336.260009765625,105416400,TSLA
2022-04-22,338.303344726562,344.950012207031,331.333343505859,335.016662597656,335.016662597656,69696600,TSLA
2022-04-25,326.323333740234,336.206665039062,325.100006103515,332.67333984375,332.67333984375,68341200,TSLA
2022-04-26,331.809997558593,333.333343505859,291.66665649414,292.140014648437,292.140014648437,136133700,TSLA
2022-04-27,299.526672363281,306.0,292.453338623046,293.836669921875,293.836669921875,76956300,TSLA
2022-04-28,299.993347167968,300.0,273.899993896484,292.503326416015,292.503326416015,124948500,TSLA
2022-04-29,300.75,311.466674804687,290.0,290.253326416015,290.253326416015,88133100,TSLA
2022-05-02,286.92333984375,302.119995117187,282.676666259765,300.980010986328,300.980010986328,75781500,TSLA
2022-05-03,301.059997558593,308.026672363281,296.196655273437,303.083343505859,303.083343505859,63709500,TSLA
2022-05-04,301.313323974609,318.5,295.093322753906,317.540008544921,317.540008544921,81643800,TSLA
2022-05-05,313.006652832031,315.200012207031,285.899993896484,291.093322753906,291.093322753906,92519100,TSLA
2022-05-06,295.66665649414,296.0,281.036682128906,288.549987792968,288.549987792968,72903000,TSLA
2022-05-09,278.816680908203,281.876678466796,260.383331298828,262.369995117187,262.369995117187,90810300,TSLA
2022-05-10,273.103332519531,275.119995117187,258.083343505859,266.679992675781,266.679992675781,84401700,TSLA
2022-05-11,265.0,269.92333984375,242.399993896484,244.666671752929,244.666671752929,97224600,TSLA
2022-05-12,233.666671752929,253.220001220703,226.666671752929,242.666671752929,242.666671752929,140313000,TSLA
2022-05-13,257.82666015625,262.450012207031,250.523330688476,256.529998779296,256.529998779296,92150700,TSLA
2022-05-16,255.720001220703,256.586669921875,239.696670532226,241.456665039062,241.456665039062,86098500,TSLA
2022-05-17,249.119995117187,254.82666015625,242.949996948242,253.869995117187,253.869995117187,80236200,TSLA
2022-05-18,248.17333984375,253.5,233.603332519531,236.603332519531,236.603332519531,87811800,TSLA
2022-05-19,235.666671752929,244.666671752929,231.369995117187,236.473327636718,236.473327636718,90296700,TSLA
2022-05-20,237.996673583984,240.526672363281,211.0,221.300003051757,221.300003051757,144973200,TSLA
2022-05-23,218.33999633789,226.653335571289,212.686660766601,224.966659545898,224.966659545898,88903500,TSLA
2022-05-24,217.843338012695,217.973327636718,206.856674194335,209.386672973632,209.386672973632,89092500,TSLA
2022-05-25,207.949996948242,223.106674194335,207.669998168945,219.600006103515,219.600006103515,92139300,TSLA
2022-05-26,220.473327636718,239.556671142578,217.886672973632,235.910003662109,235.910003662109,106003200,TSLA
2022-05-27,241.08332824707,253.266662597656,240.176666259765,253.210006713867,253.210006713867,89295000,TSLA
2022-05-31,257.946655273437,259.600006103515,244.743331909179,252.753326416015,252.753326416015,101914500,TSLA
2022-06-01,251.720001220703,257.32666015625,243.639999389648,246.789993286132,246.789993286132,77247900,TSLA
2022-06-02,244.156661987304,264.209991455078,242.066665649414,258.333343505859,258.333343505859,93473100,TSLA
2022-06-03,243.226669311523,247.796661376953,233.416671752929,234.516662597656,234.516662597656,112393800,TSLA
2022-06-06,244.353332519531,244.866668701171,234.350006103515,238.279998779296,238.279998779296,84204600,TSLA
2022-06-07,234.0,239.996673583984,230.093338012695,238.886672973632,238.886672973632,72808500,TSLA
2022-06-08,240.086669921875,249.963333129882,239.176666259765,241.866668701171,241.866668701171,76210500,TSLA
2022-06-09,249.33999633789,255.546661376953,239.32666015625,239.706665039062,239.706665039062,96491400,TSLA
2022-06-10,235.156661987304,239.5,227.913330078125,232.229995727539,232.229995727539,97536600,TSLA
2022-06-13,223.166671752929,226.633331298828,214.683334350585,215.736663818359,215.736663818359,102767400,TSLA
2022-06-14,218.286666870117,226.330001831054,211.736663818359,220.889999389648,220.889999389648,97988700,TSLA
2022-06-15,220.916671752929,235.663330078125,218.149993896484,233.0,233.0,119131800,TSLA
2022-06-16,222.736663818359,225.166671752929,208.693328857421,213.100006103515,213.100006103515,107390700,TSLA
2022-06-17,213.433334350585,220.970001220703,213.196670532226,216.759994506835,216.759994506835,92641800,TSLA
2022-06-21,224.603332519531,243.57666015625,224.33332824707,237.036666870117,237.036666870117,122793000,TSLA
2022-06-22,234.503326416015,246.83332824707,233.82666015625,236.086669921875,236.086669921875,101107500,TSLA
2022-06-23,237.906661987304,239.316665649414,228.636672973632,235.070007324218,235.070007324218,104202600,TSLA
2022-06-24,237.470001220703,246.066665649414,236.086669921875,245.706665039062,245.706665039062,95770800,TSLA
2022-06-27,249.366668701171,252.070007324218,242.566665649414,244.919998168945,244.919998168945,89178300,TSLA
2022-06-28,244.483337402343,249.970001220703,232.343338012695,232.663330078125,232.663330078125,90391200,TSLA
2022-06-29,230.5,231.17333984375,222.273330688476,228.490005493164,228.490005493164,82897200,TSLA
2022-06-30,224.509994506835,229.456665039062,218.863327026367,224.473327636718,224.473327636718,94600500,TSLA
2022-07-01,227.0,230.229995727539,222.119995117187,227.26333618164,227.26333618164,74460300,TSLA
2022-07-05,223.0,233.146667480468,216.166671752929,233.066665649414,233.066665649414,84581100,TSLA
2022-07-06,230.779998779296,234.563339233398,227.186660766601,231.733337402343,231.733337402343,71853600,TSLA
2022-07-07,233.919998168945,245.363327026367,232.210006713867,244.543334960937,244.543334960937,81930600,TSLA
2022-07-08,242.33332824707,254.979995727539,241.160003662109,250.76333618164,250.76333618164,101854200,TSLA
2022-07-11,252.103332519531,253.063339233398,233.626663208007,234.343338012695,234.343338012695,99241200,TSLA
2022-07-12,236.84666442871,239.773330688476,228.369995117187,233.070007324218,233.070007324218,87930900,TSLA
2022-07-13,225.5,242.059997558593,225.033340454101,237.039993286132,237.039993286132,97954500,TSLA
2022-07-14,234.896667480468,238.653335571289,229.33332824707,238.313339233398,238.313339233398,78557400,TSLA
2022-07-15,240.0,243.623336791992,236.889999389648,240.066665649414,240.066665649414,69683100,TSLA
2022-07-18,244.936660766601,250.516662597656,239.603332519531,240.546661376953,240.546661376953,82537500,TSLA
2022-07-19,245.0,247.139999389648,236.976669311523,245.529998779296,245.529998779296,80890200,TSLA
2022-07-20,246.783340454101,250.663330078125,243.483337402343,247.5,247.5,88864200,TSLA
2022-07-21,255.106674194335,273.266662597656,254.866668701171,271.706665039062,271.706665039062,142032300,TSLA
2022-07-22,276.220001220703,280.786682128906,270.713317871093,272.243347167968,272.243347167968,103472700,TSLA
2022-07-25,272.216674804687,274.146667480468,267.399993896484,268.433319091796,268.433319091796,64073400,TSLA
2022-07-26,266.51333618164,267.309997558593,256.26333618164,258.859985351562,258.859985351562,66820800,TSLA
2022-07-27,263.809997558593,275.926666259765,261.790008544921,274.820007324218,274.820007324218,88110000,TSLA
2022-07-28,280.066680908203,283.299987792968,272.799987792968,280.899993896484,280.899993896484,84723000,TSLA
2022-07-29,280.700012207031,298.320007324218,279.100006103515,297.149993896484,297.149993896484,95313000,TSLA
2022-08-01,301.276672363281,311.876678466796,295.0,297.276672363281,297.276672363281,117042900,TSLA
2022-08-02,294.003326416015,307.833343505859,292.66665649414,300.586669921875,300.586669921875,95577600,TSLA
2022-08-03,305.0,309.549987792968,301.149993896484,307.396667480468,307.396667480468,80091000,TSLA
2022-08-04,311.0,313.606658935546,305.0,308.633331298828,308.633331298828,72256200,TSLA
2022-08-05,302.670013427734,304.606658935546,285.543334960937,288.170013427734,288.170013427734,113172900,TSLA
2022-08-08,295.0,305.200012207031,289.086669921875,290.42333984375,290.42333984375,98994000,TSLA
2022-08-09,290.293334960937,292.396667480468,279.353332519531,283.333343505859,283.333343505859,86244600,TSLA
2022-08-10,297.066680908203,297.510009765625,283.369995117187,294.356658935546,294.356658935546,94918800,TSLA
2022-08-11,296.51333618164,298.236663818359,285.833343505859,286.630004882812,286.630004882812,70155000,TSLA
2022-08-12,289.41665649414,300.160003662109,285.033325195312,300.029998779296,300.029998779296,79657200,TSLA
2022-08-15,301.786682128906,313.133331298828,301.230010986328,309.320007324218,309.320007324218,89359200,TSLA
2022-08-16,311.66665649414,314.66665649414,302.883331298828,306.563323974609,306.563323974609,88136400,TSLA
2022-08-17,303.396667480468,309.656677246093,300.033325195312,303.996673583984,303.996673583984,68766000,TSLA
2022-08-18,306.0,306.5,301.853332519531,302.869995117187,302.869995117187,47500500,TSLA
2022-08-19,299.0,300.359985351562,292.5,296.66665649414,296.66665649414,61395300,TSLA
2022-08-22,291.913330078125,292.399993896484,286.296661376953,289.913330078125,289.913330078125,55843200,TSLA
2022-08-23,291.453338623046,298.82666015625,287.92333984375,296.453338623046,296.453338623046,63984900,TSLA
2022-08-24,297.563323974609,303.646667480468,296.5,297.0966796875,297.0966796875,57259800,TSLA
2022-08-25,302.359985351562,302.959991455078,291.600006103515,296.070007324218,296.070007324218,53230000,TSLA
2022-08-26,297.429992675781,302.0,287.470001220703,288.08999633789,288.08999633789,57163900,TSLA
2022-08-29,282.829986572265,287.739990234375,280.700012207031,284.820007324218,284.820007324218,41864700,TSLA
2022-08-30,287.869995117187,288.480010986328,272.649993896484,277.700012207031,277.700012207031,50541800,TSLA
2022-08-31,280.619995117187,281.25,271.809997558593,275.609985351562,275.609985351562,52107300,TSLA
2022-09-01,272.579986572265,277.579986572265,266.149993896484,277.160003662109,277.160003662109,54287000,TSLA
2022-09-02,281.070007324218,282.350006103515,269.079986572265,270.209991455078,270.209991455078,50890100,TSLA
2022-09-06,272.679992675781,275.989990234375,265.739990234375,274.420013427734,274.420013427734,55860000,TSLA
2022-09-07,273.100006103515,283.83999633789,272.269989013671,283.700012207031,283.700012207031,50028900,TSLA
2022-09-08,281.299987792968,289.5,279.760009765625,289.260009765625,289.260009765625,53713100,TSLA
2022-09-09,291.670013427734,299.850006103515,291.25,299.679992675781,299.679992675781,54338100,TSLA
2022-09-12,300.720001220703,305.489990234375,300.399993896484,304.420013427734,304.420013427734,48674600,TSLA
2022-09-13,292.899993896484,297.399993896484,290.399993896484,292.130004882812,292.130004882812,68229600,TSLA
2022-09-14,292.239990234375,306.0,291.640014648437,302.609985351562,302.609985351562,72628700,TSLA
2022-09-15,301.829986572265,309.119995117187,300.720001220703,303.75,303.75,64795500,TSLA
2022-09-16,299.609985351562,303.709991455078,295.600006103515,303.350006103515,303.350006103515,87087800,TSLA
2022-09-19,300.08999633789,309.83999633789,297.799987792968,309.070007324218,309.070007324218,60231200,TSLA
2022-09-20,306.910003662109,313.329986572265,305.579986572265,308.730010986328,308.730010986328,61642800,TSLA
2022-09-21,308.290008544921,313.799987792968,300.630004882812,300.799987792968,300.799987792968,62555700,TSLA
2022-09-22,299.859985351562,301.290008544921,285.820007324218,288.58999633789,288.58999633789,70545400,TSLA
2022-09-23,283.08999633789,284.5,272.820007324218,275.329986572265,275.329986572265,63748400,TSLA
2022-09-26,271.829986572265,284.08999633789,270.309997558593,276.010009765625,276.010009765625,58076900,TSLA
2022-09-27,283.83999633789,288.670013427734,277.510009765625,282.940002441406,282.940002441406,61925200,TSLA
2022-09-28,283.079986572265,289.0,277.570007324218,287.809997558593,287.809997558593,54664800,TSLA
2022-09-29,282.760009765625,283.649993896484,265.779998779296,268.209991455078,268.209991455078,77620600,TSLA
2021-09-30,285.709991455078,287.829986572265,281.619995117187,281.920013427734,278.792846679687,32343600,MSFT
2021-10-01,282.119995117187,289.980010986328,281.290008544921,289.100006103515,285.89321899414,30086300,MSFT
2021-10-04,287.399993896484,287.75,280.25,283.109985351562,279.969635009765,31350700,MSFT
2021-10-05,284.049987792968,290.399993896484,284.049987792968,288.760009765625,285.556945800781,24993000,MSFT
2021-10-06,285.779998779296,293.630004882812,285.510009765625,293.109985351562,289.858673095703,28002600,MSFT
2021-10-07,295.179992675781,296.640014648437,293.920013427734,294.850006103515,291.579437255859,20430500,MSFT
2021-10-08,296.220001220703,296.640014648437,293.760009765625,294.850006103515,291.579437255859,17685700,MSFT
2021-10-11,292.920013427734,297.970001220703,292.75,294.230010986328,290.966339111328,19298600,MSFT
2021-10-12,295.33999633789,295.440002441406,292.350006103515,292.880004882812,289.631256103515,17974100,MSFT
2021-10-13,294.910003662109,297.279998779296,293.489990234375,296.309997558593,293.023193359375,23416300,MSFT
2021-10-14,299.209991455078,303.269989013671,297.829986572265,302.75,299.391784667968,27262900,MSFT
2021-10-15,302.33999633789,304.450012207031,300.519989013671,304.209991455078,300.83560180664,25384800,MSFT
2021-10-18,303.570007324218,308.209991455078,302.690002441406,307.290008544921,303.881439208984,22729300,MSFT
2021-10-19,308.350006103515,309.299987792968,307.220001220703,308.230010986328,304.81103515625,17682100,MSFT
2021-10-20,309.209991455078,309.700012207031,306.109985351562,307.410003662109,304.000091552734,16537100,MSFT
2021-10-21,307.170013427734,311.019989013671,306.359985351562,310.760009765625,307.312927246093,16918100,MSFT
2021-10-22,310.399993896484,311.08999633789,307.799987792968,309.160003662109,305.730651855468,17449300,MSFT
2021-10-25,309.359985351562,309.399993896484,306.459991455078,308.130004882812,304.712097167968,17554500,MSFT
2021-10-26,311.0,312.399993896484,308.600006103515,310.109985351562,306.670135498046,28107300,MSFT
2021-10-27,316.0,326.100006103515,316.0,323.170013427734,319.585296630859,52588700,MSFT
2021-10-28,324.329986572265,324.869995117187,321.359985351562,324.350006103515,320.752197265625,26297900,MSFT
2021-10-29,324.130004882812,332.0,323.899993896484,331.619995117187,327.941528320312,34766000,MSFT
2021-11-01,331.359985351562,331.489990234375,326.369995117187,329.369995117187,325.716491699218,27073200,MSFT
2021-11-02,330.309997558593,333.450012207031,330.0,333.130004882812,329.434814453125,26487100,MSFT
2021-11-03,333.899993896484,334.899993896484,330.649993896484,334.0,330.295135498046,21500100,MSFT
2021-11-04,332.890014648437,336.540008544921,329.510009765625,336.440002441406,332.708068847656,23992200,MSFT
